Exported from: CypherGraph V1.21.0
Acquired by  : CypherGraph V1.21.0 | C60-0504-0348 V1.23.1 : 14/07/2017
Graph title  : Title
Points       : 294
Pen legend   : 14:41:38
Resonance    : N/A
Capacitance  : 9.53498365e-006 F at 1.12074003e+001 Hz
Frequency (Hz)	Impedance (Ohms)	Admittance (S)	Phase angle (Degrees)	Resistance (Ohms)	Reactance (S)	Conductance (S)	Susceptance (S)
5.24960327e+002	3.60274315e+001	2.77566276e-002	-6.67526321e+001	1.42200866e+001	-3.31023407e+001	1.09555866e-002	2.55030488e-002
5.12739502e+002	3.67471008e+001	2.72130312e-002	-6.70163116e+001	1.43486056e+001	-3.38299710e+001	1.06258465e-002	2.50527534e-002
5.00757111e+002	3.73577995e+001	2.67681719e-002	-6.74118271e+001	1.43493080e+001	-3.44920650e+001	1.02817818e-002	2.47147727e-002
4.89072693e+002	3.82298698e+001	2.61575570e-002	-6.78073425e+001	1.44402680e+001	-3.53977628e+001	9.88028821e-003	2.42197790e-002
4.77686493e+002	3.89935417e+001	2.56452724e-002	-6.81589127e+001	1.45069064e+001	-3.61945571e+001	9.54090215e-003	2.38044362e-002
4.66538696e+002	3.97724609e+001	2.51430255e-002	-6.84665375e+001	1.45982653e+001	-3.69964768e+001	9.22861066e-003	2.33881268e-002
4.55688904e+002	4.04334412e+001	2.47320033e-002	-6.88181076e+001	1.46098114e+001	-3.77016787e+001	8.93641235e-003	2.30610607e-002
4.45077606e+002	4.13773003e+001	2.41678407e-002	-6.92575607e+001	1.46545006e+001	-3.86953045e+001	8.55946697e-003	2.26013285e-002
4.34704803e+002	4.23431892e+001	2.36165489e-002	-6.96091309e+001	1.47533272e+001	-3.96898603e+001	8.22854113e-003	2.21366776e-002
4.24570496e+002	4.30468903e+001	2.32304818e-002	-7.00046463e+001	1.47196232e+001	-4.04520389e+001	7.94352246e-003	2.18301565e-002
4.14674500e+002	4.39067917e+001	2.27755197e-002	-7.03122711e+001	1.47919178e+001	-4.13401200e+001	7.67292716e-003	2.14441248e-002
4.05017090e+002	4.49317284e+001	2.22559878e-002	-7.06638336e+001	1.48773480e+001	-4.23972255e+001	7.36918181e-003	2.10005751e-002
3.95598114e+002	4.59805908e+001	2.17483069e-002	-7.09275131e+001	1.50248065e+001	-4.34565291e+001	7.10656597e-003	2.05544538e-002
3.86357910e+002	4.67447395e+001	2.13927815e-002	-7.12351379e+001	1.50370853e+001	-4.42601032e+001	6.88173864e-003	2.02556850e-002
3.77356201e+002	4.78359299e+001	2.09047886e-002	-7.16745911e+001	1.50402605e+001	-4.54099851e+001	6.57274704e-003	1.98446260e-002
3.68592987e+002	4.87914886e+001	2.04953779e-002	-7.19382706e+001	1.51273847e+001	-4.63871922e+001	6.35441702e-003	1.94854279e-002
3.60008606e+002	4.97661400e+001	2.00939836e-002	-7.22898407e+001	1.51389581e+001	-4.74076010e+001	6.11262951e-003	1.91416806e-002
3.51602997e+002	5.09278603e+001	1.96356178e-002	-7.25535126e+001	1.52689326e+001	-4.85850455e+001	5.88705128e-003	1.87323280e-002
3.43376312e+002	5.19451790e+001	1.92510647e-002	-7.28611374e+001	1.53076496e+001	-4.96384678e+001	5.67306840e-003	1.83961894e-002
3.35388000e+002	5.33332901e+001	1.87500152e-002	-7.31248093e+001	1.54820068e+001	-5.10367250e+001	5.44290184e-003	1.79426277e-002
3.27578613e+002	5.45782814e+001	1.83223065e-002	-7.34324265e+001	1.55627765e+001	-5.23124152e+001	5.22453169e-003	1.75616396e-002
3.19947998e+002	5.54853096e+001	1.80227885e-002	-7.36961136e+001	1.55764915e+001	-5.32540373e+001	5.05957008e-003	1.72980246e-002
3.12496185e+002	5.69680214e+001	1.75537078e-002	-7.40037308e+001	1.56989490e+001	-5.47621992e+001	4.83735887e-003	1.68740219e-002
3.05223297e+002	5.81059990e+001	1.72099270e-002	-7.43113632e+001	1.57124150e+001	-5.59412829e+001	4.65372800e-003	1.65687779e-002
2.98069702e+002	5.92667084e+001	1.68728790e-002	-7.45310822e+001	1.58073545e+001	-5.71197887e+001	4.50025973e-003	1.62616638e-002
2.91154388e+002	6.06502113e+001	1.64879887e-002	-7.48387070e+001	1.58622857e+001	-5.85391837e+001	4.31222221e-003	1.59140979e-002
2.84358490e+002	6.20660019e+001	1.61118804e-002	-7.50584335e+001	1.60027134e+001	-5.99675058e+001	4.15418741e-003	1.55671262e-002
2.77741302e+002	6.35148392e+001	1.57443522e-002	-7.53221130e+001	1.60936830e+001	-6.14420716e+001	3.98937660e-003	1.52305450e-002
2.71243408e+002	6.49975128e+001	1.53852041e-002	-7.55857773e+001	1.61798513e+001	-6.29514820e+001	3.82984369e-003	1.49008994e-002
2.64924286e+002	6.65147934e+001	1.50342495e-002	-7.58494568e+001	1.62609038e+001	-6.44965173e+001	3.67543027e-003	1.45780613e-002
2.58784088e+002	6.78434677e+001	1.47398126e-002	-7.61131363e+001	1.62828039e+001	-6.58605072e+001	3.53763578e-003	1.43089905e-002
2.52763107e+002	6.94271774e+001	1.44035814e-002	-7.63328629e+001	1.64043132e+001	-6.74613332e+001	3.40329060e-003	1.39957411e-002
2.46861298e+002	7.10478592e+001	1.40750194e-002	-7.65525970e+001	1.65223671e+001	-6.90999977e+001	3.27318291e-003	1.36891361e-002
2.41078705e+002	7.24670868e+001	1.37993680e-002	-7.68602066e+001	1.64737765e+001	-7.05697765e+001	3.13697865e-003	1.34380773e-002
2.35475006e+002	7.44035873e+001	1.34402122e-002	-7.69920578e+001	1.67472146e+001	-7.24943075e+001	3.02520517e-003	1.30953212e-002
2.29990494e+002	7.61404419e+001	1.31336249e-002	-7.72996674e+001	1.67396184e+001	-7.42775341e+001	2.88745196e-003	1.28122880e-002
2.24625305e+002	7.79178314e+001	1.28340327e-002	-7.74754562e+001	1.68970902e+001	-7.60636365e+001	2.78316023e-003	1.25286239e-002
2.19379303e+002	7.94742966e+001	1.25826845e-002	-7.76512527e+001	1.69964986e+001	-7.76355772e+001	2.69095278e-003	1.22915712e-002
2.14312103e+002	8.15980606e+001	1.22551932e-002	-7.79588623e+001	1.70224926e+001	-7.98027458e+001	2.55660409e-003	1.19855553e-002
2.09304504e+002	8.32280273e+001	1.20151832e-002	-7.80028229e+001	1.73000690e+001	-8.14101477e+001	2.49751803e-003	1.17527457e-002
2.04416199e+002	8.54521027e+001	1.17024622e-002	-7.83983231e+001	1.71849811e+001	-8.37062619e+001	2.35344228e-003	1.14633734e-002
1.99647003e+002	8.71590729e+001	1.14732749e-002	-7.86619873e+001	1.71351849e+001	-8.54581150e+001	2.25560782e-003	1.12493675e-002
1.94997192e+002	8.94881897e+001	1.11746590e-002	-7.88377838e+001	1.73237874e+001	-8.77953443e+001	2.16327335e-003	1.09632683e-002
1.90466507e+002	9.15771637e+001	1.09197529e-002	-7.90135727e+001	1.74524511e+001	-8.98987701e+001	2.08104779e-003	1.07196196e-002
1.85995499e+002	9.37148972e+001	1.06706621e-002	-7.91893463e+001	1.75775372e+001	-9.20516819e+001	2.00143163e-003	1.04812834e-002
1.81703201e+002	9.55869293e+001	1.04616814e-002	-7.94090805e+001	1.75684540e+001	-9.39585573e+001	1.92281067e-003	1.02834613e-002
1.77470703e+002	9.81412582e+001	1.01893945e-002	-7.95848618e+001	1.77418796e+001	-9.65242575e+001	1.84202866e-003	1.00215114e-002
1.73297699e+002	1.00432198e+002	9.95696623e-003	-7.97606430e+001	1.78529029e+001	-9.88326877e+001	1.76995780e-003	9.79838895e-003
1.69303497e+002	1.02776703e+002	9.72983149e-003	-8.00243225e+001	1.78040189e+001	-1.01222861e+002	1.68549971e-003	9.58272986e-003
1.65309402e+002	1.05175797e+002	9.50789091e-003	-8.01122131e+001	1.80606943e+001	-1.03613510e+002	1.63268658e-003	9.36666025e-003
1.61494095e+002	1.07276802e+002	9.32167981e-003	-8.02879868e+001	1.80971727e+001	-1.05739324e+002	1.57253055e-003	9.18808262e-003
1.57738403e+002	1.09780998e+002	9.10904452e-003	-8.04637833e+001	1.81875283e+001	-1.08263943e+002	1.50910456e-003	8.98316734e-003
1.54042404e+002	1.12343697e+002	8.90125597e-003	-8.05956192e+001	1.83571167e+001	-1.10833760e+002	1.45447764e-003	8.78162016e-003
1.50465500e+002	1.14966202e+002	8.69820856e-003	-8.07274628e+001	1.85245946e+001	-1.13463946e+002	1.40154919e-003	8.58454961e-003
1.46948303e+002	1.17650002e+002	8.49978740e-003	-8.10350723e+001	1.83333814e+001	-1.16212779e+002	1.32452055e-003	8.39595326e-003
1.43490707e+002	1.20396301e+002	8.30590300e-003	-8.09471817e+001	1.89437442e+001	-1.18896610e+002	1.30689149e-003	8.20244228e-003
1.40152298e+002	1.23206802e+002	8.11643498e-003	-8.11669235e+001	1.89191818e+001	-1.21745557e+002	1.24632979e-003	8.02017324e-003
1.36933197e+002	1.26499199e+002	7.90518840e-003	-8.10790329e+001	1.96164730e+001	-1.24968961e+002	1.22587270e-003	7.80956079e-003
1.33714005e+002	1.29026093e+002	7.75037034e-003	-8.11669235e+001	1.98127705e+001	-1.27495830e+002	1.19011826e-003	7.65845016e-003
1.30614105e+002	1.32473999e+002	7.54865111e-003	-8.11229706e+001	2.04426309e+001	-1.30887201e+002	1.16486473e-003	7.45823195e-003
1.27573799e+002	1.35120300e+002	7.40081245e-003	-8.12548065e+001	2.05437543e+001	-1.33549428e+002	1.12522302e-003	7.31477259e-003
1.24593102e+002	1.38274506e+002	7.23199114e-003	-8.11669235e+001	2.12329226e+001	-1.36634556e+002	1.11051786e-003	7.14621900e-003
1.21671997e+002	1.41969604e+002	7.04376126e-003	-8.12548065e+001	2.15851257e+001	-1.40319104e+002	1.07093679e-003	6.96187238e-003
1.18870201e+002	1.44805496e+002	6.90581522e-003	-8.11229782e+001	2.23455381e+001	-1.43070992e+002	1.06566505e-003	6.82309621e-003
1.16068298e+002	1.48675095e+002	6.72607610e-003	-8.12548065e+001	2.26046316e+001	-1.46946638e+002	1.02263579e-003	6.64788054e-003
1.13385696e+002	1.51645004e+002	6.59434846e-003	-8.11669312e+001	2.32860271e+001	-1.49846482e+002	1.01260294e-003	6.51613895e-003
1.10703003e+002	1.55184906e+002	6.44392567e-003	-8.11669312e+001	2.38296009e+001	-1.53344401e+002	9.89504591e-004	6.36750020e-003
1.08139603e+002	1.58284805e+002	6.31772581e-003	-8.10351028e+001	2.46654133e+001	-1.56351198e+002	9.84486907e-004	6.24054845e-003
1.05635902e+002	1.61446701e+002	6.19399463e-003	-8.11229935e+001	2.49134691e+001	-1.59512872e+002	9.55819431e-004	6.11980218e-003
1.03191704e+002	1.65215393e+002	6.05270478e-003	-8.11669312e+001	2.53698441e+001	-1.63255925e+002	9.29430207e-004	5.98091922e-003
1.00747498e+002	1.70190506e+002	5.87576842e-003	-8.11669388e+001	2.61337811e+001	-1.68172036e+002	9.02259762e-004	5.80608145e-003
9.84225998e+001	1.73018906e+002	5.77971521e-003	-8.11229935e+001	2.66992211e+001	-1.70946463e+002	8.91890360e-004	5.71048505e-003
9.60976028e+001	1.76475098e+002	5.66652187e-003	-8.09032669e+001	2.79010247e+001	-1.74255539e+002	8.95887116e-004	5.59525302e-003
9.38918991e+001	1.81190903e+002	5.51904088e-003	-8.12987671e+001	2.74109386e+001	-1.79105510e+002	8.34932045e-004	5.45552021e-003
9.16862030e+001	1.84810394e+002	5.41095107e-003	-8.11669388e+001	2.83787533e+001	-1.82618532e+002	8.30884247e-004	5.34677686e-003
8.95401001e+001	1.89124496e+002	5.28752234e-003	-8.09911575e+001	2.96144173e+001	-1.86791492e+002	8.27956696e-004	5.22229645e-003
8.74535980e+001	1.94178406e+002	5.14990324e-003	-8.10351105e+001	3.02586631e+001	-1.91806326e+002	8.02505233e-004	5.08699211e-003
8.54266968e+001	1.97405396e+002	5.06571767e-003	-8.10351105e+001	3.07615223e+001	-1.94993895e+002	7.89386665e-004	5.00383495e-003
8.34595032e+001	2.01348801e+002	4.96650587e-003	-8.10351105e+001	3.13760199e+001	-1.98889127e+002	7.73926571e-004	4.90583512e-003
8.14922028e+001	2.06729294e+002	4.83724383e-003	-8.10790634e+001	3.20577987e+001	-2.04228545e+002	7.50118117e-004	4.77872898e-003
7.95846024e+001	2.11555099e+002	4.72690095e-003	-8.12548370e+001	3.21648259e+001	-2.09095634e+002	7.18677765e-004	4.67194765e-003
7.77365036e+001	2.16493607e+002	4.61907405e-003	-8.10351105e+001	3.37360227e+001	-2.13848924e+002	7.19786553e-004	4.56264752e-003
7.59480972e+001	2.21547302e+002	4.51370876e-003	-8.13427277e+001	3.33481020e+001	-2.19023084e+002	6.79419785e-004	4.46228143e-003
7.41596985e+001	2.25972900e+002	4.42530940e-003	-8.10790634e+001	3.50419315e+001	-2.23239366e+002	6.86238874e-004	4.37177761e-003
7.24309006e+001	2.31247894e+002	4.32436370e-003	-8.12987900e+001	3.49835737e+001	-2.28586391e+002	6.54197075e-004	4.27459327e-003
7.07617035e+001	2.35867203e+002	4.23967380e-003	-8.11230087e+001	3.63975245e+001	-2.33041965e+002	6.54239458e-004	4.18889063e-003
6.90924988e+001	2.41373199e+002	4.14296203e-003	-8.15185165e+001	3.56000798e+001	-2.38733441e+002	6.11044552e-004	4.09765286e-003
6.74829025e+001	2.46194901e+002	4.06182256e-003	-8.16503525e+001	3.57508437e+001	-2.43585316e+002	5.89831808e-004	4.01876858e-003
6.59329987e+001	2.51941895e+002	3.96916917e-003	-8.18700790e+001	3.56291748e+001	-2.49409864e+002	5.61312847e-004	3.92927879e-003
6.43830032e+001	2.57823212e+002	3.87862673e-003	-8.16942978e+001	3.72437696e+001	-2.55119012e+002	5.60285784e-004	3.83794543e-003
6.28927002e+001	2.64712891e+002	3.77767776e-003	-8.24413681e+001	3.48205159e+001	-2.62412740e+002	4.96918334e-004	3.74485266e-003
6.14023018e+001	2.69112091e+002	3.71592371e-003	-8.20458603e+001	3.72398477e+001	-2.66523003e+002	5.14211132e-004	3.68017336e-003
5.99715996e+001	2.75394104e+002	3.63115980e-003	-8.25292664e+001	3.58066728e+001	-2.73056395e+002	4.72122493e-004	3.60033635e-003
5.86004982e+001	2.81822815e+002	3.54832876e-003	-8.20898132e+001	3.87846387e+001	-2.79141274e+002	4.88323308e-004	3.51456645e-003
5.72293015e+001	2.88401611e+002	3.46738701e-003	-8.25732117e+001	3.72785711e+001	-2.85982163e+002	4.48191785e-004	3.43829853e-003
5.58582001e+001	2.98067108e+002	3.35494918e-003	-8.29247665e+001	3.67136775e+001	-2.95797408e+002	4.13237552e-004	3.32940216e-003
5.45466995e+001	3.01029388e+002	3.32193480e-003	-8.25732117e+001	3.89108278e+001	-2.98504004e+002	4.29390744e-004	3.29406654e-003
5.32947998e+001	3.09073700e+002	3.23547426e-003	-8.31884537e+001	3.66573987e+001	-3.06892142e+002	3.83740414e-004	3.21263707e-003
5.20429001e+001	3.17332886e+002	3.15126495e-003	-8.32763367e+001	3.71536229e+001	-3.15150391e+002	3.68952967e-004	3.12959174e-003
5.08506012e+001	3.21545013e+002	3.10998448e-003	-8.33202820e+001	3.74018458e+001	-3.19362330e+002	3.61750782e-004	3.08887355e-003
4.96584015e+001	3.33418488e+002	2.99923381e-003	-8.36718369e+001	3.67503423e+001	-3.31386934e+002	3.30584155e-004	2.98095917e-003
4.85256996e+001	3.40078796e+002	2.94049500e-003	-8.34081726e+001	3.90395004e+001	-3.37830586e+002	3.37555463e-004	2.92105583e-003
4.73930016e+001	3.48017487e+002	2.87341883e-003	-8.37597427e+001	3.78287495e+001	-3.45955426e+002	3.12334424e-004	2.85639335e-003
4.62603989e+001	3.54969391e+002	2.81714431e-003	-8.41552505e+001	3.61477021e+001	-3.53124075e+002	2.86879083e-004	2.80249932e-003
4.51873016e+001	3.64455109e+002	2.74382215e-003	-8.39355164e+001	3.85038379e+001	-3.62415481e+002	2.89878454e-004	2.72846669e-003
4.41142998e+001	3.74194305e+002	2.67240839e-003	-8.41992035e+001	3.78198662e+001	-3.72278170e+002	2.70100657e-004	2.65872380e-003
4.31007996e+001	3.84193695e+002	2.60285375e-003	-8.42431412e+001	3.85373814e+001	-3.82256021e+002	2.61084888e-004	2.58972630e-003
4.20873985e+001	3.94460388e+002	2.53510880e-003	-8.45068130e+001	3.77606631e+001	-3.92648864e+002	2.42679346e-004	2.52346653e-003
4.11335983e+001	4.03668488e+002	2.47728032e-003	-8.45068130e+001	3.86421304e+001	-4.01814676e+002	2.37143577e-004	2.46590363e-003
4.01796989e+001	4.13091614e+002	2.42077052e-003	-8.45068130e+001	3.95441817e+001	-4.11194527e+002	2.31734041e-004	2.40965334e-003
3.92258987e+001	4.22734589e+002	2.36555046e-003	-8.47704773e+001	3.85304467e+001	-4.20974984e+002	2.15609790e-004	2.35570401e-003
3.83316994e+001	4.32602814e+002	2.31158922e-003	-8.48144302e+001	3.90994031e+001	-4.30832254e+002	2.08925499e-004	2.30212833e-003
3.74375000e+001	4.47101013e+002	2.23663103e-003	-8.52978287e+001	3.66516769e+001	-4.45596197e+002	1.83350687e-004	2.22910316e-003
3.65433006e+001	4.62085205e+002	2.16410305e-003	-8.57372818e+001	3.43467251e+001	-4.60806944e+002	1.60857460e-004	2.15811651e-003
3.57086983e+001	4.69764587e+002	2.12872581e-003	-8.46386490e+001	4.38932686e+001	-4.67709470e+002	1.98901186e-004	2.11941310e-003
3.48740997e+001	4.79148407e+002	2.08703605e-003	-8.47704773e+001	4.36723246e+001	-4.77153984e+002	1.90224395e-004	2.07834890e-003
3.40395012e+001	4.91952515e+002	2.03271651e-003	-8.55615082e+001	3.80716343e+001	-4.90477143e+002	1.57309573e-004	2.02662037e-003
3.32644997e+001	5.06766602e+002	1.97329500e-003	-8.56493988e+001	3.84429946e+001	-5.05306367e+002	1.49692913e-004	1.96760900e-003
3.24894981e+001	5.18596313e+002	1.92828212e-003	-8.49023285e+001	4.60792624e+001	-5.16545098e+002	1.71335228e-004	1.92065514e-003
